country_or_area,year,value,category
New Zealand,2008,45.1231,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2007,53.156,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2006,101.831,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2005,69.3798,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2004,102.868,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2003,123.281,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2002,79.2306,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2001,70.6103,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,2000,67.6097,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1999,68.6666,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1998,116.9459,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1997,220.673,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1996,261.321,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1995,149.745,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1994,186.178,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1993,210.157,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1992,461.879,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1991,903.7544,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1990,909.9257,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2014,178.9204288,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2013,181.0402112,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2012,200.5050866,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2011,262.6392978,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2010,238.3914648,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2009,438.34656,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2008,895.99086,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2007,951.1920322,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2006,859.0759407,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2005,955.3184481,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2004,1016.745293,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2003,1051.105891,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2002,1658.785377,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2001,1531.26415,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,2000,1518.450246,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1999,1599.966364,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1998,1711.979624,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1997,1882.703298,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1996,2107.619634,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1995,2314.048487,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1994,2342.5302,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1993,2648.270618,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1992,2637.223975,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1991,3456.701434,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1990,3894.799175,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2014,13.90326863,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2013,14.63501961,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2012,15.4052838,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2011,16.21608821,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2010,17.06956654,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2009,17.96796477,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2008,163.1163522,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2007,184.629757,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2006,193.5774317,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2005,187.4070334,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2004,205.0744019,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2003,201.0783535,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2002,207.3302985,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2001,197.3434439,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,2000,176.6802756,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1999,168.7133357,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1998,174.8581152,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1997,173.3610481,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1996,161.0741859,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1995,171.9693634,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1994,152.7783378,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1993,144.8569095,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1992,134.6303364,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1991,141.3112449,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Poland,1990,141.8697874,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2014,12.5911314,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2013,11.35989636,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2012,10.1811758,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2011,9.04547712,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2010,7.928930311,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2009,6.609296053,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2008,5.581380197,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2007,4.74393883,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2006,3.990841448,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2005,3.302614894,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2004,2.800655598,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2003,2.341328323,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2002,1.91474363,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2001,1.51058739,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2000,1.131728702,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,1999,0.774163365,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,1998,0.428461955,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,1997,0.094980175,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2014,6.3449,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2013,6.149,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2012,7.4276,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2011,12.7156,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2010,9.132186,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2009,8.156904,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2008,17.86845629,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2007,28.18172572,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2006,64.05909242,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2005,95.27943772,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2004,153.8597374,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2003,304.5393099,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2002,832.9909382,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2001,1211.660607,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2000,1499.322627,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1999,1860.485502,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1998,2034.525608,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1997,2072.868586,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1996,2052.54651,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1995,2057.9622,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1994,1730.0934,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1993,1635.465195,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1992,1568.983941,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1991,2253.556431,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1990,2455.166469,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2014,3097.897064,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2013,3419.501174,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2012,3327.863375,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2011,3317.937268,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2010,3633.205882,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2009,3377.825985,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2008,4907.412998,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2007,5017.827169,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2006,5552.349349,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2005,6345.053353,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2004,6651.693947,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2003,6731.207013,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2002,7313.252585,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2001,9045.444146,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2000,9894.71603,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1999,9617.094706,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1998,9883.492981,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1997,10243.9756,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1996,11842.59773,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1995,13456.58503,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1994,13936.46826,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1993,14334.64968,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1992,14706.10472,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1991,16204.11223,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1990,15122.40996,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2014,11.14750059,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2013,9.810447002,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2012,25.66258293,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2011,20.10596254,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2010,25.01183735,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2009,21.00085276,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2008,42.75818013,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2007,29.42372426,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2006,42.46776453,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2005,24.15865577,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2004,23.62605317,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2003,26.45143964,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2002,17.18324773,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2001,16.01973104,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2000,14.90780761,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1999,16.26972049,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1998,29.09970584,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1997,40.1558271,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1996,40.72407398,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1995,132.645162,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1994,153.227496,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1993,180.322602,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1992,288.235869,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1991,309.725091,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1990,314.863818,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2014,15.22146326,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2013,15.31451867,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2012,18.10976635,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2011,20.157409,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2010,9.639797382,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2009,5.236511635,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2008,14.73526043,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2007,99.68026301,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2006,134.2605413,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2005,142.1288972,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2004,140.6940434,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2003,139.4389754,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2002,135.0698561,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2001,129.2604074,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2000,129.74951,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1999,128.2922728,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1998,128.0821583,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1997,128.1913945,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1996,127.6687322,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1995,128.143385,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1994,128.1750674,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1993,128.2539818,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1992,128.1793435,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1991,129.4046551,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1990,207.5896321,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2014,66.1053475,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2013,70.74693817,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2012,57.91118509,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2011,93.32963189,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2010,108.255551,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2009,123.1242162,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2008,182.1931892,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2007,188.294767,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2006,198.6515244,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2005,212.887732,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2004,261.6416731,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2003,270.2601904,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2002,282.2264768,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2001,274.5556134,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2000,496.1235639,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1999,856.9221174,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1998,943.5320815,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1997,1025.73763,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1996,1002.132502,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1995,1055.368087,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1994,1038.453347,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1993,1065.87727,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1992,1026.322654,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1991,1087.132616,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1990,1164.375877,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2014,81.69793877,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2013,51.00053838,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2012,78.28462007,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2011,212.9539338,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2010,184.8178235,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2009,46.23491658,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2008,269.000243,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2007,294.2438553,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2006,286.7614472,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2005,295.4742162,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2004,292.2962136,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2003,297.779831,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2002,301.1122501,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2001,271.4536935,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2000,277.0648772,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1999,335.767287,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1998,313.834951,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1997,322.87337,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1996,349.4087222,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1995,395.5458166,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1994,358.4492204,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1993,334.5433524,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1992,290.1769975,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1991,437.6945094,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1990,433.7187257,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2014,43.88361431,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2013,51.96301863,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2012,71.32658903,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2011,67.77607124,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2010,64.56751359,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2009,62.9883338,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2008,57.914205,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2007,49.11369658,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2006,51.52767044,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2005,44.18818148,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2004,65.30501823,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2003,61.6701033,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2002,32.87235917,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2001,27.81519011,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2000,49.90219891,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1999,25.58130347,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1998,23.83142742,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1997,21.0263109,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1996,20.41906248,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1995,17.4923714,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1994,20.8707381,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1993,34.69843227,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1992,80.60876316,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1991,98.50553553,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1990,116.5152497,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2006,450.0584354,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2005,559.9661865,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2004,600.7767071,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2003,595.3305589,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2002,595.9208757,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2001,592.2020138,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2000,591.3823492,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1999,591.0674554,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1998,593.8704504,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1997,593.3259996,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1996,597.2816454,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1995,592.8816836,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1994,693.6522608,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1993,786.5849064,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1992,781.9181986,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1991,854.5414389,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1990,692.7671315,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2010,26.66730712,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2009,53.9494938,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2008,174.2404624,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2007,154.7116846,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2006,111.1589861,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2005,142.3320504,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2004,93.3364054,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2003,77.15256627,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2002,98.65520791,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2001,112.0798678,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2000,115.7376467,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1999,101.8110919,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
